Rdate,comment,condition,drug,easeofuse,effectiveness,helpful,reviewer,satisfaction
3/16/16 16:34,Started with small dose injection. Blood sugar went from 170/180 to 250/275 almost immediately.Doctor changed dose to larger dose injection. Blood sugar climbed again. I also felt real bad and had issues with my legs and balance. Stopped the injections and went back to orals. Blood sugar now in the 135/155 range. I WILL NOT USE THIS MEDICATION AGAIN.,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,1,7,"LHAJ, 55-64 Male  on Treatment for less than 1 month (Patient)",1
3/10/16 21:54,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"MHayes, 55-64 on Treatment for 1 to 6 months (Patient)",4
2/20/16 20:10,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,8,"ALKA, 55-64 Female  on Treatment for less than 1 month (Patient)",5
2/9/16 22:37,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"ahlers5, 55-64 on Treatment for less than 1 month (Patient)",5
2/3/16 15:16,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,6,"Jenna, 75 or over on Treatment for 1 to 6 months (Patient)",1
4/6/16 21:53,"My sugar levels went from the 200's to normal. There have been some lows because I had to adjust my Novalog down with meals. I don't need half the novalog I use to. My only complaint is the 10 seconds of pain when injecting. Wow, it hurts. No weight loss, but at least sugar levels are almost cut in half, and no big highs since I started. It's been 5 weeks and no side effects. I think t
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Cheryl, 55-64 on Treatment for 1 to 6 months (Patient)",5
4/5/16 21:34,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Key West Mike, 55-64 on Treatment for 1 to 6 months (Patient)",5
3/29/16 19:21,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,2,"Sam C, 55-64 on Treatment for less than 1 month (Patient)",1
3/17/16 18:24,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,"KevinM, 45-54 on Treatment for less than 1 month (Patient)",5
3/17/16 12:15,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,5,55-64 Male  on Treatment for 1 to 6 months (Patient),5
5/9/16 19:57,Started having palpitations with this med. severe hoarseness and difficulty swallowing. Chest pains daily. Had to stop taking this med.,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,2,5,"Upset, 45-54 Female  on Treatment for 1 to 6 months (Patient)",1
4/27/16 17:17,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,5,6,35-44 on Treatment for 1 to 6 months (Patient),5
4/22/16 17:44,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,1,7,"Boop, 55-64 Female  on Treatment for less than 1 month (Patient)",1
4/12/16 8:41,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,2,3,1,55-64 Male  on Treatment for 1 to less than 2 years (Patient),2
4/10/16 16:40,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,1,2,"daver66, 65-74 Male  on Treatment for 1 to 6 months (Patient)",1
6/13/16 21:58,"I have been using this medication since mid February and haven't had problems until now I take my shot every Thursday. Sunday night the sulphur burps started I knew these from being on victoza. Then diarrhea all day today, I am disappointed that I am getting these side effects this medication has helped lower my A1c and lose weight. I will take it this Thursday but if I continue to get the sid
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,3,"Court1125, 25-34 on Treatment for 1 to 6 months (Patient)",4
6/9/16 0:49,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,5,3,35-44 Female  on Treatment for less than 1 month (Patient),4
5/20/16 12:02,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,3,"possumlips, 55-64 on Treatment for 1 to 6 months (Patient)",5
5/19/16 15:16,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,6,"ckh, 55-64 on Treatment for less than 1 month (Patient)",1
5/11/16 10:16,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,2,3,4,"bobbob, 45-54 Male  on Treatment for less than 1 month (Patient)",2
7/23/16 23:50,"First dose went smoothly. Next day terrible headache and my joints began to hurt. Several weeks in now and I feel like I've been run over by a truck. My joints hurt terribly. I am so sleepy and tired all the time even though my routine has not changed. I have diarrhea daily and have actually gained weight. My numbers have not gone down and I've discussed coming off but my doctor wants me t
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,2,2,6,"Disappointed , 35-44 on Treatment for 1 to 6 months (Patient)",1
6/28/16 1:49,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,4,8,"rasputin1963, 45-54 Male  on Treatment for less than 1 month (Patient)",3
6/25/16 11:25,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,9,"Keith, 55-64 on Treatment for less than 1 month (Patient)",1
6/24/16 10:41,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,3,5,55-64 on Treatment for less than 1 month (Patient),3
6/21/16 16:59,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,3,1,"Mike, 55-64 on Treatment for less than 1 month (Patient)",3
8/19/16 9:00,"I love this drug! I had some nausea at first, but now in my 6th month of taking it I rarely get sick. Appetite has decreased significantly and have lost 28lbs so far. My MD decreased Metformin in half about 2 months ago and may need to decrease Lisinopril also. A1C went from 8.6 to 6.2. My only issue with the drug is the itching and redness at the sight of injection, but will keep taking it becaus
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,"Susan, RN, 55-64 on Treatment for 1 to 6 months (Patient)",4
8/18/16 10:55,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,"HMS, 55-64 on Treatment for 6 months to less than 1 year (Patient)",5
8/1/16 22:37,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,7,45-54 Female  on Treatment for 6 months to less than 1 year (Patient),5
7/30/16 15:50,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,"Abby RN, 55-64 on Treatment for 1 to 6 months (Patient)",3
7/24/16 11:45,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,4,6,"minie812, 55-64 on Treatment for 1 to 6 months (Patient)",3
10/7/16 12:48,"I heard about this shot from my Dad who also struggled with T2 Diabetes (his A1C is now a 5!). I just took my 4th shot today (0.75 mg) and I feel the best I have felt in YEARS!! My blood sugar has dropped significantly and I have more energy. I have also lost 14 pounds since starting. When I first started, I did have some nausea and cramping but it has become less with every dose I take. My appeti
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"mrsgriffith3018, 25-34 on Treatment for less than 1 month (Patient)",5
9/10/16 16:14,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,9,"Bounder, 45-54 Male  on Treatment for less than 1 month (Patient)",1
9/5/16 8:41,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Bella, 65-74 on Treatment for less than 1 month (Patient)",5
8/26/16 12:55,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Scoutuno, 55-64 on Treatment for 1 to 6 months (Patient)",5
8/19/16 13:32,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,35-44 on Treatment for 1 to 6 months (Patient),5
12/4/16 1:42,"3 months in, and no side effects. Feel better after getting off metformin. Appreciate the pen, easy to use. Wish it was out sooner.",Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,9,"cityboy, 45-54 on Treatment for 1 to 6 months (Patient)",4
11/29/16 16:37,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,1,"KMC, 55-64 on Treatment for 6 months to less than 1 year (Patient)",4
10/17/16 16:53,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,1,"mo, 55-64 Female  on Treatment for 1 to 6 months (Patient)",4
10/10/16 10:44,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,5,45-54 Male  on Treatment for less than 1 month (Patient),1
10/7/16 19:07,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,8,55-64 Male  on Treatment for 1 to 6 months (Patient),1
2/9/17 9:43,"I had very bad abdominal issues, diarrhea alternating with constipation. Always tired. Gained 10 pounds.",Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,1,4,"Ellie, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
1/17/17 11:26,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,6,45-54 on Treatment for less than 1 month (Patient),1
1/10/17 18:31,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Bookworm , 55-64 on Treatment for 1 to 6 months (Patient)",5
12/14/16 23:39,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,9,"mms31, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",4
12/7/16 7:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,9,45-54 on Treatment for 6 months to less than 1 year (Patient),1
3/10/17 21:55,None of the side effects others have had. Dropped my numbers by 50 points consistently. More energy and stamina. Trulicity is also curbing hunger as well as feeling full long after meals. Have to remember to stop eating full meals. I hope like most here it brings my numbers down to 6 or even 5 A1C levels. That has never happened in 13 years as diabetic.,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,1,"paulvuiino10, 55-64 on Treatment for less than 1 month (Patient)",5
2/25/17 1:20,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,0,"4wheeler4, 19-24 Female  on Treatment for 1 to 6 months (Patient)",4
2/20/17 10:32,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,3,3,"Suzy , 25-34 Female  on Treatment for less than 1 month (Patient)",3
2/10/17 12:59,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,9,"Retired Army, 45-54 Male  on Treatment for 1 to 6 months (Patient)",5
2/9/17 15:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,9,"brendadei, 35-44 Female  on Treatment for 1 to 6 months (Patient)",5
5/14/17 14:39,"I have extreme nausea and pain after taking Truly city
 I ended up going by ambulance to emergency where I spent several hours. I will never take it again.",Type 2 Diabetes Mellitus,Trulicity subcutaneous,2,2,3,"Osullivan9, 55-64 Male  on Treatment for less than 1 month (Patient)",1
5/2/17 7:16,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,3,4,"Carterj1018okuqrk, 45-54 on Treatment for less than 1 month (Patient)",3
4/10/17 12:54,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,6,55-64 on Treatment for 1 to 6 months (Patient),5
3/28/17 9:13,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,45-54 on Treatment for 6 months to less than 1 year (Patient),5
3/23/17 10:21,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,3,"Ontheedge, 55-64 on Treatment for 1 to 6 months (Patient)",4
9/12/17 11:39,No problems at all. Was nervous from reading reviews. Also take 2000mg of metformin,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,7,"mlh, 55-64 on Treatment for 1 to 6 months (Patient)",4
8/18/17 16:06,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"PAC, 55-64 Male  on Treatment for 1 to 6 months (Patient)",5
8/10/17 17:18,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,1,"Trulicity Cancer Scare, 45-54 on Treatment for 1 to 6 months (Patient)",1
8/8/17 18:18,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,7,"jobeth, 55-64 on Treatment for 1 to 6 months (Patient)",1
6/19/17 20:20,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,2,1,6,"AmyW1234, 45-54 Female  on Treatment for less than 1 month (Patient)",1
12/21/17 9:11,After one injection Friday I developed severe ketoacidosis and was hospitalized on Sunday vomiting up acid 4 times. Lilly refunded cost of unused medicine but not medical bills. ,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,3,"only 1 dose, 55-64 Male  on Treatment for less than 1 month (Patient)",1
12/18/17 21:22,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"tj4939, 45-54 on Treatment for less than 1 month (Patient)",5
12/16/17 1:33,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,3,"Leigh, 45-54 on Treatment for less than 1 month (Patient)",3
11/25/17 7:12,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,4,"galtgulch, 75 or over Male  on Treatment for 1 to 6 months (Patient)",3
11/5/17 6:47,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,5,"Ken, 65-74 on Treatment for 1 to 6 months (Patient)",5
3/22/18 15:05,"Why is there different information about Trulicity between European and US? Nothing is mentioned about not having to take daily blood monitoring in U.S. Plus the Elderly, there is a very limited therapeutic experiance. .75 mg is considered a starting dose. ",Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,0,"Mike T., 65-74 on Treatment for 1 to 6 months (Patient)",4
2/22/18 13:52,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,6,"emi4, 45-54 Female  on Treatment for less than 1 month (Patient)",5
2/16/18 23:12,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,3,45-54 on Treatment for 1 to 6 months (Patient),5
2/7/18 8:00,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,8,65-74 on Treatment for less than 1 month (Patient),1
12/30/17 18:19,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,8,"Max17, 65-74 on Treatment for 1 to less than 2 years",2
4/19/18 0:58,This medication caused me to have bad stomach issues including severe indegestion and constant sour burping almost smelled like flatulence coming out my mouth horrible! Had diarrhea everyday. Despite side effects did reduce a1c and did lose weight but side effects outweighed the pros. ,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,8,"Nanagirl, 45-54 on Treatment for 1 to 6 months (Patient)",1
4/15/18 21:32,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,5,"Tiptipstar , 55-64 on Treatment for less than 1 month (Patient)",2
4/12/18 10:40,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,6,"Hermit, 55-64 Male  on Treatment for less than 1 month (Patient)",1
4/7/18 19:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,4,6,"Babyluv, 35-44 Female  on Treatment for less than 1 month (Patient)",4
3/22/18 16:02,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,1,"Bree903, 35-44 on Treatment for less than 1 month (Patient)",5
7/11/18 14:29,"Trulicity was easy to use and effective in lowering my blood glucose level, however, it gave me severe gastrointestinal problems, leading to a very costly hospitalization for eschemic colitis and unknown future repercussions.",Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,4,"Victim of Step Therapy, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
6/12/18 9:37,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Brent, 55-64 on Treatment for 6 months to less than 1 year (Patient)",2
5/19/18 20:44,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"freeriderk, 45-54 on Treatment for 1 to 6 months (Patient)",5
5/12/18 18:56,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,5,"mcarthurdw, 55-64 on Treatment for 2 to less than 5 years (Patient)",5
4/24/18 15:42,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,4,"PhoenixLinda, 65-74 on Treatment for 6 months to less than 1 year (Patient)",1
8/20/18 16:46,"So far I just started taking trulicity and havenâ??t had any side effects. I even question if the pen malfunctioned cuz I didnâ??t feel anything even tho I can see the plunger was down. After reading several websites on the reviews for this medicine I am getting worried cuz the negative reviews outlays the positive reviews. I didnâ??t know how to rate this medication since Iâ??
					...
					",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,2,"Fcmjmom, 45-54 on Treatment for less than 1 month (Patient)",5
8/19/18 15:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,3,7,"CMConner, 45-54 on Treatment for less than 1 month (Patient)",3
8/1/18 23:29,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,3,"Berwyn Friedman, 75 or over on Treatment for 2 to less than 5 years (Patient)",1
7/17/18 10:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,9,"68jbo, 55-64 on Treatment for 6 months to less than 1 year (Patient)",5
7/13/18 8:21,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,4,5,"SteveH, 55-64 on Treatment for 6 months to less than 1 year (Patient)",2
1/7/19 13:48,terrible constipation and overall stomach discomfort...give it almost 4 months...I looked gray and disky...bend over and get nausea...started smelling ammonia...not good!,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,3,1,"johnny, 55-64 Male  on Treatment for 1 to 6 months (Patient)",1
12/15/18 13:40,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,4,1,6,"Hunnybee, 35-44 Female  on Treatment for less than 1 month (Patient)",1
11/6/18 11:33,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"Maggie, 65-74 on Treatment for 1 to 6 months (Patient)",5
9/17/18 11:44,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,4,8,"Techycruiser, 55-64 Female  on Treatment for 1 to 6 months (Patient)",1
9/16/18 12:59,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"TlovesMe, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient)",5
3/5/19 14:21,"Too many side effects - felt sick all over - Metallic taste in mouth, lips felt they were burning, stomach ache, dizziness, headache, nausea, overall feeling sick.",Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,1,3,"MIAMIGIRL, 55-64 Female  on Treatment for less than 1 month (Patient)",1
2/17/19 14:23,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,1,1,4,"Ev, 45-54 on Treatment for less than 1 month (Patient)",1
2/12/19 12:26,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,3,3,2,"EDJ967, 45-54 on Treatment for 1 to 6 months (Patient)",2
1/19/19 14:09,,Type 2 Diabetes Mellitus,Trulicity subcutaneous,5,5,1,"david, 65-74 on Treatment for 1 to 6 months (Patient)",5
